0,0.00928766
0.976562,0.00928883
1.95312,0.00929234
2.92969,0.0092982
3.90625,0.00930642
4.88281,0.00931699
5.85938,0.00932994
6.83594,0.00934527
7.8125,0.00936301
8.78906,0.00938317
9.76562,0.00940578
10.7422,0.00943086
11.7188,0.00945845
12.6953,0.00948856
13.6719,0.00952124
14.6484,0.00955652
15.625,0.00959445
16.6016,0.00963507
17.5781,0.00967843
18.5547,0.00972458
19.5312,0.00977357
20.5078,0.00982547
21.4844,0.00988034
22.4609,0.00993825
23.4375,0.00999927
24.4141,0.0100635
25.3906,0.010131
26.3672,0.0102018
27.3438,0.0102761
28.3203,0.010354
29.2969,0.0104356
30.2734,0.0105209
31.25,0.0106102
32.2266,0.0107035
33.2031,0.0108009
34.1797,0.0109028
35.1562,0.0110091
36.1328,0.0111201
37.1094,0.0112359
38.0859,0.0113568
39.0625,0.0114829
40.0391,0.0116145
41.0156,0.0117518
41.9922,0.011895
42.9688,0.0120446
43.9453,0.0122006
44.9219,0.0123635
45.8984,0.0125336
46.875,0.0127112
47.8516,0.0128968
48.8281,0.0130907
49.8047,0.0132935
50.7812,0.0135056
51.7578,0.0137275
52.7344,0.0139599
53.7109,0.0142033
54.6875,0.0144585
55.6641,0.0147262
56.6406,0.0150071
57.6172,0.0153023
58.5938,0.0156126
59.5703,0.0159391
60.5469,0.0162831
61.5234,0.0166458
62.5,0.0170286
63.4766,0.0174331
64.4531,0.017861
65.4297,0.0183145
66.4062,0.0187955
67.3828,0.0193066
68.3594,0.0198505
69.3359,0.0204303
70.3125,0.0210496
71.2891,0.0217123
72.2656,0.022423
73.2422,0.0231868
74.2188,0.0240099
75.1953,0.0248991
76.1719,0.0258626
77.1484,0.0269099
78.125,0.0280521
79.1016,0.0293024
80.0781,0.0306769
81.0547,0.0321945
82.0312,0.0338787
83.0078,0.0357581
83.9844,0.0378683
84.9609,0.0402543
85.9375,0.0429734
86.9141,0.0461003
87.8906,0.0497335
88.8672,0.0540061
89.8438,0.0591027
90.8203,0.065286
91.7969,0.0729441
92.7734,0.0826748
93.75,0.0954495
94.7266,0.112959
95.7031,0.138433
96.6797,0.178896
97.6562,0.253086
98.6328,0.433274
99.6094,1.51445
100.586,1.00832
101.562,0.377636
102.539,0.2321
103.516,0.167422
104.492,0.130868
105.469,0.107371
106.445,0.0909969
107.422,0.0789333
108.398,0.0696766
109.375,0.0623497
110.352,0.0564064
111.328,0.0514887
112.305,0.0473525
113.281,0.0438252
114.258,0.0407819
115.234,0.0381293
116.211,0.0357969
117.188,0.03373
118.164,0.0318858
119.141,0.0302302
120.117,0.0287357
121.094,0.0273799
122.07,0.0261444
123.047,0.0250139
124.023,0.0239755
125,0.0230184
125.977,0.0221335
126.953,0.0213129
127.93,0.0205499
128.906,0.0198385
129.883,0.0191738
130.859,0.0185512
131.836,0.0179669
132.812,0.0174175
133.789,0.0168999
134.766,0.0164114
135.742,0.0159497
136.719,0.0155125
137.695,0.0150981
138.672,0.0147045
139.648,0.0143304
140.625,0.0139743
141.602,0.0136348
142.578,0.0133109
143.555,0.0130015
144.531,0.0127057
145.508,0.0124225
146.484,0.0121511
147.461,0.0118909
148.438,0.0116411
149.414,0.0114011
150.391,0.0111703
151.367,0.0109483
152.344,0.0107344
153.32,0.0105283
154.297,0.0103295
155.273,0.0101377
156.25,0.00995239
157.227,0.00977332
158.203,0.00960015
159.18,0.00943258
160.156,0.00927034
161.133,0.00911317
162.109,0.00896081
163.086,0.00881304
164.062,0.00866964
165.039,0.00853042
166.016,0.00839518
166.992,0.00826373
167.969,0.00813592
168.945,0.00801158
169.922,0.00789056
170.898,0.00777272
171.875,0.00765793
172.852,0.00754604
173.828,0.00743696
174.805,0.00733055
175.781,0.00722671
176.758,0.00712534
177.734,0.00702634
178.711,0.00692961
179.688,0.00683507
180.664,0.00674263
181.641,0.00665222
182.617,0.00656374
183.594,0.00647714
184.57,0.00639234
185.547,0.00630928
186.523,0.00622788
187.5,0.0061481
188.477,0.00606986
189.453,0.00599312
190.43,0.00591782
191.406,0.00584391
192.383,0.00577135
193.359,0.00570008
194.336,0.00563006
195.312,0.00556124
196.289,0.0054936
197.266,0.00542707
198.242,0.00536164
199.219,0.00529726
200.195,0.00523389
201.172,0.00517151
202.148,0.00511008
203.125,0.00504957
204.102,0.00498996
205.078,0.0049312
206.055,0.00487328
207.031,0.00481618
208.008,0.00475986
208.984,0.00470431
209.961,0.00464949
210.938,0.0045954
211.914,0.00454202
212.891,0.00448931
213.867,0.00443727
214.844,0.00438589
215.82,0.00433514
216.797,0.00428502
217.773,0.0042355
218.75,0.00418659
219.727,0.00413828
220.703,0.00409055
221.68,0.0040434
222.656,0.00399683
223.633,0.00395083
224.609,0.00390541
225.586,0.00386057
226.562,0.00381631
227.539,0.00377265
228.516,0.00372959
229.492,0.00368714
230.469,0.00364532
231.445,0.00360416
232.422,0.00356368
233.398,0.0035239
234.375,0.00348487
235.352,0.00344662
236.328,0.00340919
237.305,0.00337264
238.281,0.00333703
239.258,0.00330242
240.234,0.00326889
241.211,0.00323652
242.188,0.00320542
243.164,0.00317568
244.141,0.00314743
245.117,0.0031208
246.094,0.00309594
247.07,0.00307301
248.047,0.0030522
249.023,0.0030337
250,0.00301774
250.977,0.00300457
251.953,0.00299445
252.93,0.00298767
253.906,0.00298456
254.883,0.00298546
255.859,0.00299074
256.836,0.00300081
257.812,0.00301611
258.789,0.00303711
259.766,0.00306431
260.742,0.00309825
261.719,0.0031395
262.695,0.00318868
263.672,0.00324643
264.648,0.00331347
265.625,0.00339053
266.602,0.00347844
267.578,0.00357805
268.555,0.00369033
269.531,0.00381631
270.508,0.00395716
271.484,0.00411416
272.461,0.00428877
273.438,0.00448262
274.414,0.0046976
275.391,0.00493589
276.367,0.0052
277.344,0.00549291
278.32,0.00581811
279.297,0.00617977
280.273,0.00658288
281.25,0.00703353
282.227,0.0075391
283.203,0.00810877
284.18,0.00875396
285.156,0.00948916
286.133,0.0103329
287.109,0.0113095
288.086,0.0124512
289.062,0.0138016
290.039,0.0154217
291.016,0.017399
291.992,0.0198638
292.969,0.0230185
293.945,0.0271964
294.922,0.0329872
295.898,0.0415424
296.875,0.0554527
297.852,0.0820191
298.828,0.15288
299.805,0.932446
300.781,0.236924
301.758,0.107002
302.734,0.0698862
303.711,0.0523081
304.688,0.0420563
305.664,0.0353412
306.641,0.0306023
307.617,0.0270793
308.594,0.0243576
309.57,0.0221919
310.547,0.0204276
311.523,0.0189626
312.5,0.0177266
313.477,0.01667
314.453,0.0157561
315.43,0.014958
316.406,0.014255
317.383,0.0136309
318.359,0.0130731
319.336,0.0125716
320.312,0.0121183
321.289,0.0117065
322.266,0.0113307
323.242,0.0109864
324.219,0.0106698
325.195,0.0103776
326.172,0.0101071
327.148,0.00985595
328.125,0.00962213
329.102,0.0094039
330.078,0.00919973
331.055,0.00900828
332.031,0.00882841
333.008,0.00865907
333.984,0.00849936
334.961,0.00834846
335.938,0.00820567
336.914,0.00807033
337.891,0.00794188
338.867,0.00781978
339.844,0.00770358
340.82,0.00759285
341.797,0.00748722
342.773,0.00738632
343.75,0.00728984
344.727,0.00719751
345.703,0.00710904
346.68,0.0070242
347.656,0.00694277
348.633,0.00686455
349.609,0.00678934
350.586,0.00671698
351.562,0.00664729
352.539,0.00658015
353.516,0.0065154
354.492,0.00645292
355.469,0.00639259
356.445,0.0063343
357.422,0.00627795
358.398,0.00622345
359.375,0.0061707
360.352,0.00611962
361.328,0.00607013
362.305,0.00602216
363.281,0.00597565
364.258,0.00593051
365.234,0.00588671
366.211,0.00584417
367.188,0.00580285
368.164,0.00576269
369.141,0.00572364
370.117,0.00568567
371.094,0.00564872
372.07,0.00561277
373.047,0.00557776
374.023,0.00554367
375,0.00551046
375.977,0.0054781
376.953,0.00544655
377.93,0.00541579
378.906,0.00538579
379.883,0.00535652
380.859,0.00532796
381.836,0.00530009
382.812,0.00527288
383.789,0.0052463
384.766,0.00522035
385.742,0.005195
386.719,0.00517022
387.695,0.00514601
388.672,0.00512235
389.648,0.00509921
390.625,0.00507659
391.602,0.00505447
392.578,0.00503283
393.555,0.00501165
394.531,0.00499094
395.508,0.00497067
396.484,0.00495083
397.461,0.00493141
398.438,0.0049124
399.414,0.00489379
400.391,0.00487557
401.367,0.00485772
402.344,0.00484025
403.32,0.00482313
404.297,0.00480636
405.273,0.00478993
406.25,0.00477384
407.227,0.00475807
408.203,0.00474262
409.18,0.00472748
410.156,0.00471265
411.133,0.00469811
412.109,0.00468386
413.086,0.0046699
414.062,0.00465621
415.039,0.0046428
416.016,0.00462965
416.992,0.00461676
417.969,0.00460413
418.945,0.00459175
419.922,0.00457961
420.898,0.00456771
421.875,0.00455605
422.852,0.00454462
423.828,0.00453342
424.805,0.00452244
425.781,0.00451168
426.758,0.00450114
427.734,0.0044908
428.711,0.00448067
429.688,0.00447075
430.664,0.00446103
431.641,0.0044515
432.617,0.00444217
433.594,0.00443303
434.57,0.00442407
435.547,0.0044153
436.523,0.00440671
437.5,0.00439831
438.477,0.00439007
439.453,0.00438202
440.43,0.00437413
441.406,0.00436641
442.383,0.00435886
443.359,0.00435147
444.336,0.00434424
445.312,0.00433718
446.289,0.00433027
447.266,0.00432352
448.242,0.00431692
449.219,0.00431047
450.195,0.00430418
451.172,0.00429803
452.148,0.00429203
453.125,0.00428617
454.102,0.00428046
455.078,0.00427489
456.055,0.00426946
457.031,0.00426416
458.008,0.00425901
458.984,0.00425399
459.961,0.00424911
460.938,0.00424436
461.914,0.00423974
462.891,0.00423525
463.867,0.00423089
464.844,0.00422666
465.82,0.00422256
466.797,0.00421859
467.773,0.00421474
468.75,0.00421101
469.727,0.00420741
470.703,0.00420393
471.68,0.00420058
472.656,0.00419734
473.633,0.00419423
474.609,0.00419123
475.586,0.00418836
476.562,0.0041856
477.539,0.00418296
478.516,0.00418043
479.492,0.00417803
480.469,0.00417574
481.445,0.00417356
482.422,0.0041715
483.398,0.00416955
484.375,0.00416772
485.352,0.004166
486.328,0.00416439
487.305,0.00416289
488.281,0.00416151
489.258,0.00416024
490.234,0.00415908
491.211,0.00415803
492.188,0.00415709
493.164,0.00415627
494.141,0.00415555
495.117,0.00415494
496.094,0.00415445
497.07,0.00415406
498.047,0.00415379
499.023,0.00415362
